track_id,track_name,artist,album,release_date,popularity,genres
3hMHG6lx9QHVcfYSUr5PoM,"Danger Zone - From ""Top Gun"" Original Soundtrack",Kenny Loggins,Top Gun - Motion Picture Soundtrack (Special Expanded Edition),1999-01-01,63,yacht rock
5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,Nirvana,Nevermind (Remastered),1991-09-26,79,"grunge, rock"
5kg57mIZxVEy2vBhk1aPMb,Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Remastered With Bonus Tracks),1985-02-25,0,"new wave, synthpop"
4KaHvV6CcOI9F0WDdToZdv,It's My Life,Bon Jovi,Bon Jovi Greatest Hits,2010-01-01,0,"glam metal, rock"
4sscDOZCkbLSlDqcCgUJnX,Whip It,DEVO,Freedom of Choice,1980,64,"new wave, post-punk, synthpop"
2ILCAFAALHHslGAFc2NhmZ,Footloose,Kenny Loggins,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",1997-02-10,0,yacht rock
173PnvZh4grHTf31DPXDbJ,I Ran (So Far Away) - Single Edit,A Flock Of Seagulls,80s 100 Hits,2010-03-01,52,"new wave, synthpop"
4kgGJcXALI1ppNA4NdkTw9,Feels like the First Time - 2008 Remaster,Foreigner,No End in Sight: The Very Best of Foreigner,2008-07-08,45,"aor, classic rock"
3AgvZyLH4sWkII5bnU80aQ,I'm So Excited,The Pointer Sisters,Fire! The Very Best of The Pointer Sisters,1989-09-21,49,disco
2YodwKJnbPyNKe8XXSE9V7,Lithium,Nirvana,Nevermind (Remastered),1991-09-26,71,"grunge, rock"
30HCB1FoE77IfGRyNv4eFq,In Bloom,Nirvana,Nevermind (Remastered),1991-09-26,70,"grunge, rock"
5mJGLBNJM0GULqAoL5mb9C,Breed,Nirvana,Nevermind (Remastered),1991-09-26,66,"grunge, rock"
6Q32Vkucx2qeuVyBd3NiFZ,Battle Without Honor Or Humanity,HOTEI,Kill Bill Vol. 1 Original Soundtrack (PA Version),2003-09-23,22,j-rock
1soW8CvUZsLkiaz5aPROqm,My Enemy,Hans Zimmer,The Amazing Spider-Man 2 (The Original Motion Picture Soundtrack) [Deluxe],2014-04-11,36,soundtrack
3a9urnht8HvfFzPwd0ipx6,Holy Diver,Killswitch Engage,As Daylight Dies (Special Edition),2007-02-06,63,"metalcore, metal"
6zKF4293k44ItKWJJgrhXv,My Curse,Killswitch Engage,As Daylight Dies (Special Edition),2007-02-06,70,"metalcore, metal"
6gRG4SomQqubXAvbdBBt3m,Declaration,Killswitch Engage,The End of Heartache,2004,30,"metalcore, metal"
2DB2Qb7pbQNY46J2BQo6i6,Take This Oath,Killswitch Engage,The End of Heartache,2004,34,"metalcore, metal"
7yCPwWs66K8Ba5lFuU2bcx,All The Small Things,blink-182,Enema Of The State,1999-01-01,7,"pop punk, punk, rock, skate punk, emo"
5JZcX7TTLx4l0xFIXJ3DBt,What's My Age Again?,blink-182,Enema Of The State,1999-01-01,3,"pop punk, punk, rock, skate punk, emo"
3rS0CY5ZbzynHk5CLkZERl,Brackish,Kittie,Spit,2000-01-11,0,"nu metal, riot grrrl"
7y4NYsgg7fw1doF96lXukG,Now Or Never,Kittie,In The Black,2009-09-15,0,"nu metal, riot grrrl"
6m8umBymc4gJQUDq8fFKgH,Strike It Up,Black Box,Dreamland,1990,0,eurodance
6L89mwZXSOwYl76YXfX13s,Basket Case,Green Day,Dookie,1994-02-01,81,"punk, pop punk"
0SFS1LxNP5wgnoDA7nGKQu,Round and Round,Ratt,Rhino Hi-Five: Ratt,2005-11-22,0,"glam metal, glam rock, hard rock"
7aGqzztb8FoK1wI27EUtGP,Lick It Up,KISS,Lick It Up (Remastered Version),1983-09-18,0,"glam rock, glam metal, hard rock, rock, classic rock"
2JS1iE5A5RHvUPH5Zl9jlF,Run to the Hills - 1998 Remastered Version,Iron Maiden,The Number Of The Beast (1998 Remastered Edition),1982,3,"heavy metal, metal, hard rock, rock"
7MuESknZc28tXA8jrfvHfp,Barracuda,Heart,Little Queen,1977-05-14,0,"classic rock, aor, rock"
0TF3F5Lw5apoD1zvR8LikO,Jessie's Girl,Rick Springfield,The Best Of Rick Springfield,1999-03-20,54,yacht rock
1nbMkRhfldXcmCyB83x8lK,Take On Me,a-ha,Rhino Hi-Five: A-Ha,2005-07-19,1,"new wave, synthpop"
5RHG4SQ6iJ1qQJmt3EFJCX,We're Not Gonna Take It,Twisted Sister,Rhino Hi-Five: Twisted Sister,2007-06-26,4,"glam metal, glam rock"
2HuHopKnnuGQEpGb0CssCs,Hungry Like the Wolf,Duran Duran,Greatest,1998,43,"new wave, synthpop"
3fsghmcEnT7K9f30ohHDRn,In Da Club,50 Cent,Get Rich Or Die Tryin' / The Massacre (Explicit Version),2009-11-03,0,"east coast hip hop, old school hip hop"
6xrdibV8MGP4CaCDRlo1M7,Candy Shop,50 Cent,Get Rich Or Die Tryin' / The Massacre (Explicit Version),2009-11-03,0,"east coast hip hop, old school hip hop"
1YeQHCtBsrmlrM6Yk0X2pQ,Outta Control,50 Cent,Get Rich Or Die Tryin' / The Massacre (Explicit Version),2009-11-03,0,"east coast hip hop, old school hip hop"
4LujRMTMwAfFKjm45tixHY,Straight Outta Compton,N.W.A.,Straight Outta Compton (2002 - Remaster),1988-08-08,1,"old school hip hop, gangster rap, west coast hip hop, hip hop, rap, g-funk"
771lQyKAtqXRpZ7iM4JsbP,Fuck Tha Police,N.W.A.,Straight Outta Compton (2002 - Remaster),1988-08-08,0,"old school hip hop, gangster rap, west coast hip hop, hip hop, rap, g-funk"
5JkbyYRxPW7Wg1evBIVDmK,Chant a Psalm,Steel Pulse,True Democracy,2005-02-08,40,"reggae, roots reggae, ragga, rocksteady, dub"
0yd0NF2DaG04KLqJT5LLV2,Detroit Rock City,KISS,Greatest Kiss,1997-04-08,0,"glam rock, glam metal, hard rock, rock, classic rock"
061eV08AbaqZtN3PoyUaHH,La estrategia perdida,PANDA,Amantes sunt amentes,2006-10-24,0,"mexican rock, rock en español"
2C9nqKrAsLLleW82EivIHG,Atractivo encontramos en lo más repugnante,PANDA,Amantes sunt amentes,2006-10-24,0,"mexican rock, rock en español"
11i33j50Gsr90pRoDJBrEA,Chic 'N' Stu,System Of A Down,Steal This Album!,2002-11-26,65,"nu metal, metal, alternative metal, rap metal, rock"
4TYI2YExAWaIOpGP4y7AbI,Mr. Jack,System Of A Down,Steal This Album!,2002-11-26,60,"nu metal, metal, alternative metal, rap metal, rock"
5en63QU81VfRQIsoqBcfde,Boom!,System Of A Down,Steal This Album!,2002-11-26,55,"nu metal, metal, alternative metal, rap metal, rock"
0Xmbtw7NhNiDnL4BWy5wDh,Innervision,System Of A Down,Steal This Album!,2002-11-26,66,"nu metal, metal, alternative metal, rap metal, rock"
1BWkKh6KMoKZyiUBqxXrcO,Solo A Terceros - MTV Unplugged,PXNDX,Panda MTV Unplugged (Live),2010-01-01,39,"rock en español, mexican rock, latin rock"
6ZxrUCaynLgKSUudACOTwj,Cold,Crossfade,Crossfade,2004-04-13,71,post-grunge
5IMtdHjJ1OtkxbGe4zfUxQ,Escape (The Pina Colada Song),Rupert Holmes,Partners In Crime,1979-01-01,75,yacht rock
2Hig7PJe3oTg799Zu730ZX,"Crossing Field (from ""Sword Art Online"") - Japanese Vocal Version",Manga Star,Anime Collection from Sword Art Online,2013-03-29,10,anime
0CwYG1UnRmOx8Q1EzElCIL,Second Chance,Shinedown,The Sound of Madness,2008-06-23,72,"post-grunge, alternative metal, rock"
19T2jI0yaYOjzVzm9TVN9P,Relax,Frankie Goes To Hollywood,Bang!... The Greatest Hits Of Frankie Goes To Hollywood,1993,0,"synthpop, hi-nrg"
4qCAu2qz1p66mjXic4wv3N,Batman Evolution,Danny Elfman,Batman Evolution,2014-09-16,0,soundtrack
1v8gYjrPJENndSrY12mGTO,El Último Polvo,Caramelos De Cianuro,Frisbee,2013-03-07,0,"latin rock, rock en español"
7eB5n2ASEbELbXMqcSGgXT,Borracho,Genitallica,Originales - 20 Exitos,2000,44,"rock en español, mexican rock, ska, mexican ska, latin rock"
10ZHvXm62PIZEf1x9pnI4Z,Capitan Peligro,Genitallica,Originales - 20 Exitos,2000,15,"rock en español, mexican rock, ska, mexican ska, latin rock"
1O3Hv7tyAEMWZzwXIsdgp7,Zorra,Genitallica,Originales - 20 Exitos,2000,38,"rock en español, mexican rock, ska, mexican ska, latin rock"
4S1rJaAjDyIoU0T87tmWkq,Qué Voy A Hacer Sin Tí,Skapulario,Hoy,2008-05-30,9,"rock en español, ska, spanish-language reggae, latin rock"
6iz4bTw28N391vc57EfMh5,Talon de Aquiles,Skapulario,Talon de Aquiles,2013-08-14,17,"rock en español, ska, spanish-language reggae, latin rock"
5eHvlXerDcEY5dDqJbox4L,Do It For The Kids,Velvet Revolver,Contraband,2004,39,grunge
3sJgsnM4yJTBvoIPAwBprX,Illegal i Song,Velvet Revolver,Contraband,2004,32,grunge
0rfh0GLx153z28hXbfsa1Q,Las De Cayey,Skapulario,Tributo a La Mancha Del Jardin,2008-05-27,4,"rock en español, ska, spanish-language reggae, latin rock"
2sQ8uDfrhFfLPDzG9pWwXB,My Commanding Wife,Los Rabanes,Los Rabanes,2000-09-12,28,"ska, rock en español, mexican ska, latin rock"
3L7jB4xMYqApabyWPGlz0g,Señorita a Mi Me Gusta Su Style,Los Rabanes,Los Rabanes,2000-09-12,36,"ska, rock en español, mexican ska, latin rock"
1tKhxYivy440ktVPLo6unM,Perfidia,Los Rabanes,Los Rabanes,2000-09-12,30,"ska, rock en español, mexican ska, latin rock"
4Op1YlCHPmZJnN5gQVaE2G,Could You Be Loved,Sol D' Menta,CICLOS,2006-08-22,3,"rock en español, latin rock, nueva trova"
60wwxj6Dd9NJlirf84wr2c,Clarity,Zedd,Clarity,2012-01-01,78,edm
3xESwE2YYkX1LmsvSEWzCH,Solo Pan Pan,Skapulario,Mexican Ska,2013-01-25,2,"rock en español, ska, spanish-language reggae, latin rock"
3UygY7qW2cvG9Llkay6i1i,Going Under,Evanescence,Fallen,2003-03-04,79,alternative metal
4O594chXfv4lHvneDP0Ud0,Animals,Maroon 5,V (Deluxe),2014-08-29,0,pop
6VRhkROS2SZHGlp0pxndbJ,Bangarang (feat. Sirah),Skrillex,Bangarang EP,2011-12-27,69,"dubstep, edm, electro, electronic"
6phWVUn5CCTCRBepIKnf6D,Try It Out (with Alvin Risk) - Neon Mix,Skrillex,Recess,2014-03-14,55,"dubstep, edm, electro, electronic"
0mlf3yOGzVnIVxjybDQL3h,Make It Bun Dem,Skrillex,Make It Bun Dem After Hours EP,2012-08-28,63,"dubstep, edm, electro, electronic"
1cRNEme8Bp7V8eNIAeyiAk,Hanging By A Moment,Lifehouse,No Name Face,2001-03-02,0,post-grunge
5Db9VIdDsN5yu3Eu7CT0i4,Stay With Me,Sam Smith,In The Lonely Hour,2014-01-01,0,soft pop
5dVJySZh3dExzbqVCTEN4J,Theme from Blade (Club Scene),Harajuku Nation,Superhero Themes - The Movie Soundtrack Collection,2011-08-28,0,anime
2SG0RPcyWgUPqLCKWLtYc1,Sandstorm - Original Mix,Darude,Sandstorm,2007-04-18,0,eurodance
2JvClsYrYfLz76Td6J9MPa,Surfin' U.S.A. - Remastered 2001,The Beach Boys,10 Great Songs,2012-01-01,32,baroque pop
3ezkJgagRPZ39KCTrKcSI7,Ghosts 'n' Stuff (feat. Rob Swire),deadmau5,For Lack of a Better Name (The Extended Mixes),2009,2,"edm, progressive house, dubstep"
3Fjql7WSS2Qu4b6rHg3xpw,Ghost N Stuff - Original Mix,deadmau5,Ghosts N Stuff,2008,0,"edm, progressive house, dubstep"
0DzCrPjQOBmMGdC88iCV2O,"Crossing Field (From ""Sword Art Online"")",Japan Daisuki,Anime Boy,2013-06-07,9,anime
4lCv7b86sLynZbXhfScfm2,Firework,Katy Perry,Teenage Dream: The Complete Confection,2012-03-12,70,pop
6tS3XVuOyu10897O3ae7bi,California Gurls,Katy Perry,Teenage Dream: The Complete Confection,2012-03-12,74,pop
0J7d1ewTZNBtQYEGcONyLg,Barbara Ann - Stereo Mix/Remastered 2012,The Beach Boys,50 Big Ones: Greatest Hits,2012-01-01,34,baroque pop
2vXk7PcNLLXsdnVaoMxzTj,Tutti Frutti,Little Richard,The Georgia Peach,1991-01-01,0,"rockabilly, rock and roll, doo-wop, boogie-woogie"
2WBL8JyDgUoDkHMz5VnP3r,Kyoto (feat. Sirah),Skrillex,Big Beat Yearbook: 2012,2012-12-18,0,"dubstep, edm, electro, electronic"
3uZXBWdjgdjMg3hq109lUc,Vancouver Beatdown - Original Mix,Zomboy,The Dead Symphonic EP,2012-09-03,0,"dubstep, riddim, dub, deathstep, drumstep, bass music, edm"
4YDnDEG6IpCTvxTRUoewVY,Terror Squad - Original Mix,Zomboy,Reanimated EP,2013-09-09,0,"dubstep, riddim, dub, deathstep, drumstep, bass music, edm"
5b2bu6yyATC1zMXDGScJ2d,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Listen (Deluxe),2014-11-10,61,edm
19RevBdb9MKUaBIvxSbGd4,I Want You To Know,Zedd,True Colors,2015-05-15,0,edm
7MmG8p0F9N3C4AXdK6o6Eb,Outside (feat. Ellie Goulding),Calvin Harris,Motion,2014-10-31,85,edm
2h6lbyrCi2DI2dYOYMW8lE,Bless Your Name (High School DxD Born),PelleK,Covers Vol. 16,2015-04-28,0,anime
6YUTL4dYpB9xZO5qExPf05,Summer,Calvin Harris,Motion,2014-10-31,81,edm
6cUot6xfWDcMTM1i4R59na,Everybody Everybody (Kinky Roland Balearic Rmx),Black Box,Everybody Everybody (2008 Remix),2008-01-01,0,eurodance
3JLNx2mOOlveLN4E7NhaPD,Chozetsu Dynamic (Dragon Ball Super Opening),PelleK,Covers Vol. 18,2015-07-24,0,anime
2ylCirkRqHyueMScaUajLe,Runaway,Bon Jovi,Bon Jovi Greatest Hits,2010-01-01,0,"glam metal, rock"
70wYA8oYHoMzhRRkARoMhU,When You Were Young,The Killers,Sam's Town,2006-09-27,78,alternative rock
2kmcWR1Udo3xPyCEmvOlUP,"Crossing Field (From ""Sword Art Online"")",NateWantsToBattle,"Crossing Field (From ""Sword Art Online"")",2015-03-11,0,anime
5tXyNhNcsnn7HbcABntOSf,DJ Got Us Fallin' In Love (feat. Pitbull),USHER,DJ Got Us Fallin' In Love (feat. Pitbull),2010-07-13,2,r&b
75uAivmbuGRHrOaerbrg9y,Miami 2 Ibiza - Radio Edit,Swedish House Mafia,Miami 2 Ibiza,2010-01-01,34,edm
76fPgZgFqMJql3vOShaidz,OMG,USHER,OMG,2010-03-12,0,r&b
0iOu4s8w3pE9vbpb1SHXsL,Alejandro,Lady Gaga,The Fame Monster (UK Deluxe),2009-01-01,59,"art pop, pop"
4YUlGNZfYA6EUE5KDsGqpC,You Can't Hurry Love,Phil Collins,"Hello, I Must Be Going",1982-11-17,2,soft rock
4uOKFydzAejjSFqYbv1XPt,Red Red Wine,UB40,The Very Best Of,2000,72,reggae
1Rvl8qsKJurfFTyWLBI9ib,"Baby, I Love Your Way",Big Mountain,The Best of Big Mountain,1999-01-01,70,reggae
15zh4ExTVJHyCS37ahvzKG,Another Night,Real McCoy,Space Invaders,2010-04-06,0,"eurodance, europop"
3L9RIFcNF9IDGPRE96EO7N,The Rhythm of the Night,Corona,Disco 90's,2008-03-16,60,eurodance
1NJwt4NrLI7p8eVbAx4fbC,Movies,Alien Ant Farm,Anthology,2001-01-01,0,"nu metal, alternative metal"
0BBZuOGGBj9u4X3rAfmae8,Play Hard (feat. Ne-Yo & Akon),David Guetta,Nothing but the Beat Ultimate,2011-08-24,56,edm
76lJsktxq4ZktruQDKmEvV,Love Is Gone - Original mix,David Guetta,Pop Life,2007-08-17,0,edm
6cckkNz643s6DcIBdEuPDd,Sexy Chick (feat. Akon),David Guetta,Sexy Chick (feat. Akon),2009-08-13,46,edm
0H7epBAr4BMdBl5NGnUuRr,Moar Ghosts 'n' Stuff,deadmau5,For Lack Of A Better Name,2009-01-01,34,"edm, progressive house, dubstep"
0263Q0WRYFVGUEWZ03LNAr,Thnks fr th Mmrs,Fall Out Boy,Believers Never Die - Greatest Hits,2009-01-01,0,"emo, pop punk"
2COhljkZObSdthS0NG5s3B,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),2013-02-01,0,"emo, pop punk"
0der44SzM8j3KYyB9HZQPj,Can I Play with Madness - 1998 Remaster,Iron Maiden,Seventh Son Of A Seventh Son (1998 Remastered Edition),1988,0,"heavy metal, metal, hard rock, rock"
0iGckQFyv6svOfAbAY9aWJ,Hot N Cold,Katy Perry,One Of The Boys,2008-06-17,77,pop
4kgsK0fftHtg9gZOzkU5T2,Dark Horse,Katy Perry,PRISM (Deluxe),2013-01-01,1,pop
04aAxqtGp5pv12UXAg4pkq,Centuries,Fall Out Boy,American Beauty/American Psycho,2015-01-16,81,"emo, pop punk"
2pxAohyJptQWTQ5ZRWYijN,The Trooper - 1998 Remastered Version,Iron Maiden,Piece Of Mind (1998 Remastered Edition),1983-05-16,2,"heavy metal, metal, hard rock, rock"
6mOS5otVnh103JwefAKhwS,Episode I - Duel of The Fates,John Williams,Star Wars Episode 1: The Phantom Menace: Original Motion Picture Soundtrack,1999-06-03,0,soundtrack
70YvYr2hGlS01bKRIho1HM,La Grange - 2005 Remaster,ZZ Top,Tres Hombres (Expanded 2006 Remaster),1973-07-26,8,"southern rock, classic rock, blues rock, rock"
3IOQZRcEkplCXg6LofKqE9,Iron Man - 2012 - Remaster,Black Sabbath,Paranoid (Remaster),1970-09-18,70,"metal, heavy metal, rock, stoner rock, doom metal, hard rock"
4VrmBJaIfBloRFeLhv82FJ,The Twist (Rerecorded),Chubby Checker,100 Hits of the Swingin' Sixties,2009-10-26,11,rock and roll
4CJVkjo5WpmUAKp3R44LNb,Sweet Home Alabama,Lynyrd Skynyrd,Second Helping,1974-04-15,3,"southern rock, classic rock, rock"
1Ly0ssAgeM7YqdHptao8Oe,Paranoid,Black Sabbath,Greatest Hits,2014-03-28,1,"metal, heavy metal, rock, stoner rock, doom metal, hard rock"
2PzU4IB8Dr6mxV3lHuaG34,(I Can't Get No) Satisfaction - Mono,The Rolling Stones,Out Of Our Heads,1965-07-30,76,"classic rock, rock"
3gLlcZQMvpwgtV9THHXrGp,Runnin' With The Devil,Van Halen,Van Halen (Reissue),1978-02-07,0,"glam metal, classic rock, rock, hard rock"
4nvYDy427VvA1TcEkdgZII,Hellraiser,Ozzy Osbourne,No More Tears (Expanded Edition),1991-09-17,66,"metal, glam metal, heavy metal, hard rock"
0pQUfZl5GTLhqZWyv3okod,Blank Space,I Prevail,Blank Space,2015-03-17,0,"metalcore, metal"
4Tl3giqWzcAjO4ATGi5L4L,Strength of the Mind,Killswitch Engage,Strength of the Mind,2015-12-11,15,"metalcore, metal"
0lHAMNU8RGiIObScrsRgmP,Titanium (feat. Sia),David Guetta,Nothing but the Beat 2.0,2011-08-24,71,edm
2IH4PRZxA3W6sIWcFU0GKZ,Let's Twist Again,Chubby Checker,Let's Twist Again,2012-08-14,0,rock and roll
6g1NlCpW7fgqDnWbCCDrHl,Wake Me Up - Radio Edit,Avicii,True,2013-01-01,6,edm
2V65y3PX4DkRhy1djlxd9p,Don't You Worry Child - Radio Edit,Swedish House Mafia,Don't You Worry Child,2012-09-14,81,edm
2Jn0NIclVZkZ0BDWnRaGiE,Dystopia,Iced Earth,Dystopia,2011-10-17,0,"power metal, heavy metal, metal, thrash metal, speed metal"
1pbHFFtuS7MY6WetZZFX9h,Divide Devour,Iced Earth,The Crucible Of Man (Something Wicked Pt. 2),2008-09-05,0,"power metal, heavy metal, metal, thrash metal, speed metal"
2kHhZ63nmJYUL7pYoTpBP7,When The Lights Are Down,Kamelot,The Black Halo,2005-03-15,0,"power metal, symphonic metal, gothic metal, progressive metal, metal, speed metal, folk metal"
7juvK4NC2cNtM33QFIfcbR,Fallen Star,Kamelot,Haven,2015-05-04,0,"power metal, symphonic metal, gothic metal, progressive metal, metal, speed metal, folk metal"
7ICFHXAdJv3DdPUJgX8uRI,March Of Mephisto,Kamelot,The Black Halo,2005-03-15,0,"power metal, symphonic metal, gothic metal, progressive metal, metal, speed metal, folk metal"
4wq9Q9ULtG4DNbhmMsymmv,Equilibrium,Iced Earth,Dystopia,2011,17,"power metal, heavy metal, metal, thrash metal, speed metal"
1Hg4ovrM4rgzLd3WVBR2bf,Personality Crisis,David Johansen,VINYL: Music From The HBO® Original Series - Vol. 1,2016-02-12,17,glam rock
5qFxuUIAwJlzO60vqOiL7y,Rainbow In The Dark,Dio,Holy Diver,1983,65,"heavy metal, metal, hard rock, glam metal"
1LDAh7QQnWvp3GJ9QDa1Pj,Seek & Destroy,Metallica,Kill 'Em All,1983-07-25,1,"metal, thrash metal, rock, heavy metal, hard rock"
5lSbdSQAWAMjAcJDJPFGQr,Aces High - 1998 Remastered Version,Iron Maiden,Powerslave (1998 Remastered Edition),1984,1,"heavy metal, metal, hard rock, rock"
4Pn6l1ZzsYFrx64h1gWTyy,Hit The Lights,Metallica,Kill 'Em All,1983-07-25,0,"metal, thrash metal, rock, heavy metal, hard rock"
309o3PJag8FugLJTRTZa77,St. Anger,Metallica,St. Anger,2003-06-05,1,"metal, thrash metal, rock, heavy metal, hard rock"
5Z1fNpUSmmRseYFMlJldKo,The End Of The Line,Metallica,Death Magnetic,2008-09-12,0,"metal, thrash metal, rock, heavy metal, hard rock"
2V6yO7x7gQuaRoPesMZ5hr,Cyanide,Metallica,Death Magnetic,2008-09-12,0,"metal, thrash metal, rock, heavy metal, hard rock"
5hvMjXB3uYX8jjPo3EVbOw,Beautiful Lie,Hans Zimmer,Batman v Superman: Dawn Of Justice (Original Motion Picture Soundtrack) [Standard Edition],2016-03-18,0,soundtrack
4ZbB7Lokl4pZdX25VMgDIK,I Disappear,Metallica,I Disappear,2000-04-19,0,"metal, thrash metal, rock, heavy metal, hard rock"
7CDg6jt9cFRthTOrXhKrWy,Closer,Asking Alexandria,Punk Goes 90s Vol. 2,2014-04-01,0,"metalcore, screamo, post-hardcore, metal, emo"
0GAQeUr2nNCuNhI2dCKW5y,The Death Of Me - Rock Mix,Asking Alexandria,From Death To Destiny,2013-08-06,0,"metalcore, screamo, post-hardcore, metal, emo"
0JVBpnPIeuafiCCVY6bx35,A Single Moment Of Sincerity - KC Blitz Remix,Asking Alexandria,Stepped Up And Scratched,2011-11-21,0,"metalcore, screamo, post-hardcore, metal, emo"
7fM8bIE4SjAz6VXTga1AHS,To The Stage - Bare Remix,Asking Alexandria,Stepped Up And Scratched,2011-11-21,0,"metalcore, screamo, post-hardcore, metal, emo"
0lTrunYU4xo46shJeK9Xjp,Viva Las Vegas,Elvis Presley,Elvis' Gold Records - Volume 4,1968-01-02,0,"rockabilly, rock and roll"
0adbIekxPM5cWQ1cwLwAEF,The Four Horsemen (Remastered),Metallica,Kill 'Em All (Deluxe Remaster),1983-07-25,40,"metal, thrash metal, rock, heavy metal, hard rock"
2VIk1zgNk6aRiIQ9C1T4Yu,...And Justice For All,Metallica,...And Justice For All,1988-08-25,0,"metal, thrash metal, rock, heavy metal, hard rock"
3390Ama7VNT2nqEKy2jcoB,Más Vale Cholo,Molotov,Dónde Jugarán Las Niñas 10th Anniversary Edition,2008-01-01,49,"rock en español, mexican rock, latin rock, ska, latin alternative, mexican hip hop, latin hip hop"
0k2GOhqsrxDTAbFFSdNJjT,Temperature,Sean Paul,The Trinity,2005-09-27,83,dancehall
7C86DVl6REN8VPeGEMOf9q,Get Busy,Sean Paul,Dutty Rock,2002-11-12,2,dancehall
22seP38foydqUMp5Fvkcjm,Inolvidable,Reik,Un Dia Mas (Edicion Especial),2008,75,latin pop
0N5aQPSHQAADNV3VbRH7Ph,Take A Look Around,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water (Explicit Version),2000-01-01,1,"nu metal, rap metal, alternative metal, rap rock"
3m6KkYKdnbffMpGd9Pm9FP,Seven Nation Army,The White Stripes,Elephant,2003-04-01,6,"garage rock, blues rock, rock, alternative rock"
5jdvRj8zXHJ7XpKsBKT9CZ,Howlin' For You,The Black Keys,Brothers (Deluxe Edition),2010-10-18,0,"blues rock, garage rock, modern blues, rock"
6PVMOFV7IjuP7LxulzSA43,Self Esteem,The Offspring,Smash,1994-04-08,0,"punk, skate punk"
2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down",Fall Out Boy,From Under The Cork Tree,2005-05-03,78,"emo, pop punk"
1AEYT6VxrxXPMoQUxsY0E4,Headstrong,Trapt,Trapt,2002-11-05,73,post-grunge
3nsxMrnYlfBNotHRevTRgM,Rollin' (Urban Assault Vehicle),Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,2000-10-17,57,"nu metal, rap metal, alternative metal, rap rock"
5NHTtXGCdO7ul16xr0q93w,Here to Stay,Korn,Untouchables,2002-06-11,66,"nu metal, metal, rap metal, alternative metal"
25EgA1A1OZBRw25Mjyw08g,Get Up! (feat. Skrillex),Korn,The Path of Totality (Special Edition),2011-11-30,55,"nu metal, metal, rap metal, alternative metal"
2xLdx3Yex8tNuxObXAvPVl,Swallow,Korn,Life Is Peachy,1996-10-15,49,"nu metal, metal, rap metal, alternative metal"
5JrajjztyjvkuUB8ZqzUML,Good God,Korn,Life Is Peachy,1996-10-15,62,"nu metal, metal, rap metal, alternative metal"
437ShA8eBSfBmezIP9MeX1,Right Now,Korn,Take A Look In The Mirror,2003-11-19,57,"nu metal, metal, rap metal, alternative metal"
3hSrmUM2DsSbmF67s7k5hr,Love & Meth,Korn,The Paradigm Shift,2013-01-01,0,"nu metal, metal, rap metal, alternative metal"
7gcMKL3lnDxsp4bIXyv6Zk,Shaky Shaky,Daddy Yankee,Shaky Shaky,2016-04-08,64,"reggaeton, latin"
5EVcGKiAL35HnELprVLDP5,Saoco (feat. Daddy Yankee),Wisin,El Sobreviviente,2004,0,"reggaeton, latin"
7bWjQmGLlUjMOCAKs53n84,La Gitana,Wisin,El Sobreviviente,2004,0,"reggaeton, latin"
1fJFuvU2ldmeAm5nFIHcPP,First Date,blink-182,Take Off Your Pants And Jacket,2001,74,"pop punk, punk, rock, skate punk, emo"
12VWzyPDBCc8fqeWCAfNwR,One Dance,Drake,Views,2016-05-13,1,rap
44AyOl4qVkzS48vBsbNXaC,Can't Help Falling in Love,Elvis Presley,Blue Hawaii,1961-10-20,81,"rockabilly, rock and roll"
50csT5Qb2qOF7lHdDQ1Sbx,The Batman Theme,Danny Elfman,Batman (Original Motion Picture Score),1989-08-08,56,soundtrack
2d4e45fmUnguxh6yqC7gNT,Dirty Deeds Done Dirt Cheap,AC/DC,Dirty Deeds Done Dirt Cheap,1976-09-20,73,"rock, hard rock, classic rock, rock and roll"
2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,AC/DC,Highway to Hell,1979-07-27,86,"rock, hard rock, classic rock, rock and roll"
0wwPcA6wtMf6HUMpIRdeP7,Hotline Bling,Drake,Views,2016-05-06,80,rap
08ZZqyOaZ4ntAmBY6A32qL,Hardwired,Metallica,Hardwired…To Self-Destruct (Deluxe),2016-11-18,35,"metal, thrash metal, rock, heavy metal, hard rock"
3novFzen6wOB45QLjIkavx,"Jump in the Fire - Live at Rasputin Music, Berkeley, CA - April 16th, 2016",Metallica,Hardwired…To Self-Destruct (Deluxe),2016-11-18,18,"metal, thrash metal, rock, heavy metal, hard rock"
3eaOnliKh0QdjuDbPAwCLx,Fight Fire With Fire (Remastered),Metallica,Ride The Lightning (Remastered),1984-07-27,46,"metal, thrash metal, rock, heavy metal, hard rock"
