track_id,track_name,artist,album,release_date,popularity,genres
2xxMCCFva1GRQAYl2rlrpM,Freak On a Leash,Korn,The Essential Korn,2011,42,"nu metal, metal, rap metal, alternative metal"
459eFLJCZurCcULoRQF2b0,Falling Away from Me,Korn,"Greatest Hits, Vol. 1",2004,0,"nu metal, metal, rap metal, alternative metal"
1zcGLeBQc9c1dtoRv62O3N,A.D.I.D.A.S.,Korn,The Essential Korn,2011,33,"nu metal, metal, rap metal, alternative metal"
40DoajfWsc4BVCeU85MWMu,Shoots and Ladders,Korn,"Greatest Hits, Vol. 1",2004,0,"nu metal, metal, rap metal, alternative metal"
2EC40B0puUn4rvLjeQfuBD,Blind,Korn,Korn,1994-10-01,0,"nu metal, metal, rap metal, alternative metal"
1eK4KsyjAzr2xJ86Tj5SWa,Crawling In The Dark,Hoobastank,Hoobastank,2001-01-01,0,nu metal
1CShgAvkBtZUy8YO1cNIuC,Cryin',Aerosmith,20th Century Masters: The Millennium Collection: The Best Of Aerosmith,2007-01-01,31,"classic rock, rock"
7mwZitiXFBqbWoa0C1wmRd,Crazy,Aerosmith,20th Century Masters: The Millennium Collection: The Best Of Aerosmith,2007-01-01,42,"classic rock, rock"
16YKTrvkjSINdXEcAXaI4n,Dude (Looks Like A Lady),Aerosmith,20th Century Masters: The Millennium Collection: The Best Of Aerosmith,2007-01-01,38,"classic rock, rock"
74uGhWp4BYpjFj1V2DzgoO,Pink,Aerosmith,Nine Lives,1997-03-18,1,"classic rock, rock"
1nZ2TI2hNPGDYyesyaaASn,Love In An Elevator,Aerosmith,20th Century Masters: The Millennium Collection: The Best Of Aerosmith,2007-01-01,47,"classic rock, rock"
1jydUtnJfuY7cDHgPsKiDb,Sweet Emotion,Aerosmith,The Essential Aerosmith,2011-09-13,0,"classic rock, rock"
3OslNpSeQuiOtlBa8CyjZg,Jaded,Aerosmith,Just Push Play,2001-03-06,0,"classic rock, rock"
6IokZAcz9wZJMbfaXAROEx,Rag Doll,Aerosmith,20th Century Masters: The Millennium Collection: The Best Of Aerosmith,2007-01-01,23,"classic rock, rock"
6nTiIhLmQ3FWhvrGafw2zj,American Idiot,Green Day,American Idiot,2004-09-21,81,"punk, pop punk"
7dVDWf0wud70V4PgYfKnaG,Burnout,Green Day,Dookie,1994-02-01,59,"punk, pop punk"
0EonrvTzzNScmk7QT4L3dw,Nice Guys Finish Last,Green Day,Nimrod,1997-10-14,55,"punk, pop punk"
1erIZ1G7QkpBqhmWqIGVt0,Big Machine,Velvet Revolver,Contraband,2004,21,grunge
7kF1iPJTj3VFJX9XokQ80F,Slither,Velvet Revolver,Contraband,2004,61,grunge
2NJ5fMRTfFZofOaTccEN9k,Dirty Little Thing,Velvet Revolver,Contraband,2004,48,grunge
7eopuKBKybmmJEqWD8uz4c,Hey Superstar,Madina Lake,World War III,2011-09-13,0,post-hardcore
4KbJMy3VS1GuMk9JkpZcGn,Never Take Us Alive,Madina Lake,Never Take Us Alive,2009-02-02,23,post-hardcore
7dkqXFtfMDbz5h6iYcrUmU,Home Sweet Home,Mötley Crüe,The Greatest Hits,2016-01-15,0,"glam metal, glam rock, hard rock"
7qWTqZnakiNxgjKYqPZmuO,Wild Side,Mötley Crüe,Rock Star,2001-01-01,0,"glam metal, glam rock, hard rock"
2sItca9PT8cx9D3bDnQjGr,"Girls, Girls, Girls",Mötley Crüe,"Girls, Girls, Girls",1987,0,"glam metal, glam rock, hard rock"
1LqimLGplEGwREUMplhIcC,Shout at the Devil,Mötley Crüe,The Greatest Hits,2016-01-15,0,"glam metal, glam rock, hard rock"
7k9PgUKTf2OdL6oB4fY2hp,Too Young to Fall In Love,Mötley Crüe,Shout At the Devil,1983,0,"glam metal, glam rock, hard rock"
4lt3cXW4RkvkHRG4x3K3P4,Kickstart My Heart,Mötley Crüe,Dr. Feel Good,1989,0,"glam metal, glam rock, hard rock"
06ue2rNzIqlUqqo927O9hE,Looks That Kill,Mötley Crüe,The Greatest Hits,2016-01-15,0,"glam metal, glam rock, hard rock"
7tI1pGdzgvPVhfhO1NUFZv,Smokin' In The Boys Room,Mötley Crüe,The Greatest Hits,2016-01-15,0,"glam metal, glam rock, hard rock"
7mK1TGR4MK2X5Y245iNYoF,Helter Skelter,Mötley Crüe,Shout At the Devil,1983,0,"glam metal, glam rock, hard rock"
2GAIycsMaDVtMtdvxzR2xI,Bohemian Rhapsody - Remastered 2011,Queen,Queen 40 Limited Edition Collector's Box Set,2011-01-01,47,"classic rock, rock, glam rock"
57JVGBtBLCfHw2muk5416J,Another One Bites The Dust - Remastered 2011,Queen,The Game (Deluxe Remastered Version),1980-06-27,73,"classic rock, rock, glam rock"
54flyrjcdnQdco7300avMJ,We Will Rock You - Remastered 2011,Queen,News Of The World (Deluxe Remastered Version),1977-10-28,69,"classic rock, rock, glam rock"
7ccI9cStQbQdystvc6TvxD,We Are The Champions - Remastered 2011,Queen,News Of The World (Deluxe Remastered Version),1977-10-28,64,"classic rock, rock, glam rock"
4UmehW6tTXGC7HsuIGujMR,Ain't Talkin' 'Bout Love,Van Halen,Van Halen (Reissue),1978-02-07,0,"glam metal, classic rock, rock, hard rock"
0TaT50ZZxT4ytZxuqkE3A9,Why Can't This Be Love,Van Halen,5150,1986-03-24,67,"glam metal, classic rock, rock, hard rock"
5BNJqYUN3FI4krR901tdLd,Best of Both Worlds,Van Halen,5150,1986-03-24,51,"glam metal, classic rock, rock, hard rock"
6z3JD6IqVvu6TUBtCfQPbe,Can't Stop Lovin' You,Van Halen,Balance,1995-01-24,50,"glam metal, classic rock, rock, hard rock"
04BSvYghzdxjSJNpee36er,Monster - Transformers Soundtrack Version,Paramore,Monster,2011-06-06,60,"pop punk, emo"
4vEk7TvxkWQmqddkZrAKFo,Tema de Dragon Ball Z Chala-Head-Chala,Ricardo Silva,El Cantante Original de Las Series Mas Famosas de Comic y Anime,2011-02-01,37,anime
3Bx5dSwMJ2CAwq8dzzfxYl,Again - From Full Metal Alchemist,Shiroku,Anime Wonderland,2011-07-29,13,anime
4v1YvkHAO9imY79jGvAy1F,Scars,Papa Roach,Getting Away With Murder (Explicit Version),2004-08-10,0,"nu metal, rap metal, alternative metal, rap rock, rock"
4OMsAnt8JSBctSJQIMNAy1,Beat It,Fall Out Boy,Believers Never Die - Greatest Hits,2009-01-01,52,"emo, pop punk"
3WbphvawbMZ8FyqDxYGdSQ,When I'm Gone,3 Doors Down,Away From The Sun,2002-11-12,75,post-grunge
0S0d7Qad5v7ZLQiAuwQxab,Kryptonite,3 Doors Down,Modern Rock Number 1's,2007-01-01,0,post-grunge
3MhfDX0UaeJQ2vOhv9J8RC,Shake up Christmas - Xmas Anthem,Train,Shake up Christmas (Xmas Anthem),2010-11-01,0,soft pop
6ATfHxDPIuzSAmvBMjxwJM,Prison Song,System Of A Down,Toxicity,2001-01-01,0,"nu metal, metal, alternative metal, rap metal, rock"
69y8JXal4LDOxYGNIfgzOe,Needles,System Of A Down,Toxicity,2001-01-01,0,"nu metal, metal, alternative metal, rap metal, rock"
7m6jkjeqackwEhecoP45bA,Deer Dance,System Of A Down,Toxicity,2001-01-01,0,"nu metal, metal, alternative metal, rap metal, rock"
0srxwwB3JwlzmPAbuGMnxK,Jet Pilot,System Of A Down,Toxicity,2001-01-01,0,"nu metal, metal, alternative metal, rap metal, rock"
7n6vyaZQ5ZOBSY7B0Gjtym,X,System Of A Down,Toxicity,2001-01-01,0,"nu metal, metal, alternative metal, rap metal, rock"
5V3mdRI2yQxbSsJGDPc5lD,Chop Suey!,System Of A Down,Toxicity,2001-01-01,5,"nu metal, metal, alternative metal, rap metal, rock"
0oGVZDPXSEXZemd7AkaZ3P,Bounce,System Of A Down,Toxicity,2001-01-01,0,"nu metal, metal, alternative metal, rap metal, rock"
1LfSbPH1QCPxce41b9mmYF,Psycho,System Of A Down,Toxicity,2001-01-01,0,"nu metal, metal, alternative metal, rap metal, rock"
34dAuFhftSbjLWksf8c73i,Bad Romance,Lady Gaga,The Fame Monster,2009-01-01,0,"art pop, pop"
3VesHoDT219cKRQkMvwV2A,Don't Tell Me You Love Me,Night Ranger,Greatest Hits,1989-01-01,31,"glam metal, aor, arena rock, hard rock"
4urxRqBRiaH0i20OKBsgxc,Break,Three Days Grace,Life Starts Now,2009-09-22,70,"post-grunge, rock"
6rUp7v3l8yC4TKxAAR5Bmx,I Hate Everything About You,Three Days Grace,Three Days Grace (Expanded Edition),2003-07-22,73,"post-grunge, rock"
3dOAXUx7I1qnzWzxdnsyB8,Lonely Boy,The Black Keys,Lonely Boy,2011-10-26,50,"blues rock, garage rock, modern blues, rock"
0IlAMyQjOhfPn2GIFFeHR5,Music,La Secta AllStar,El Hit Parade,2006-01-01,0,"rock en español, reggaeton"
136d5OH3I8X6Ql0U06S4Xa,Still Of The Night - 20th Anniversary Remaster,Whitesnake,Whitesnake (Special Edition),1987-04-04,0,"glam metal, glam rock, hard rock"
7r6KRHz2HAjoaBQCtQJfzR,Here I Go Again - 20th Anniversary Remaster,Whitesnake,Whitesnake (Special Edition),1987-04-04,0,"glam metal, glam rock, hard rock"
2XgYLrDenHmsijgjYYv8Nl,Live Wire,Mötley Crüe,Too Fast For Love,1981,0,"glam metal, glam rock, hard rock"
0UrWr7Jnu1heq1o99ZwUd0,Youth of the Nation,P.O.D.,Satellite (U.S. Version),2001-09-11,70,"nu metal, christian rock, rap metal, rap rock, alternative metal"
6mdwPV2pxF5o1WuA9ukTpC,Smack My Bitch Up,The Prodigy,The Fat Of The Land,1997-06-30,0,"big beat, breakbeat, hardcore techno"
5FCyoZGaN6nRod1oNDJIWZ,Breathe,The Prodigy,The Fat of the Land,1997-06-30,2,"big beat, breakbeat, hardcore techno"
4B9WpvjfKz37WzokV4dpll,Firestarter,The Prodigy,The Fat Of The Land,1997-06-30,0,"big beat, breakbeat, hardcore techno"
38bDGWuyYdSdNfrFfbCiVS,We Didn't Start the Fire,Billy Joel,The Essential Billy Joel,2001-10-02,53,soft rock
3PJ7ZtKUKBGeQWtZkgKWH5,Antes Del Fin,Circo,Cursi,2007,28,"rock en español, latin rock"
0U1ZWJhdnJi6q8B28jx3Wt,Give It Away,Red Hot Chili Peppers,Greatest Hits,2003-11-18,0,"funk rock, alternative rock, rock"
7j38YAnhGZgrCQk20u7TSo,Scar Tissue,Red Hot Chili Peppers,Greatest Hits,2003-11-18,0,"funk rock, alternative rock, rock"
3p7hKG5voXWeSlpszlxTUF,The Adventures Of Rain Dance Maggie,Red Hot Chili Peppers,I'm With You,2011-08-29,0,"funk rock, alternative rock, rock"
2H5BRl8I6IveJ6BgC7FpqQ,The Stroke,Billy Squier,Don't Say No,1981,0,"classic rock, aor"
7zLZFcyX6jN6YX7KFRzZf3,Sabotage - 2009 Digital Remaster,Beastie Boys,Ill Communication (Deluxe Version) [Remastered],1994-05-23,0,"rap rock, old school hip hop, east coast hip hop, hip hop"
1Bz1sWlMWPnIaJGYOoVuJl,Me Vale,Maná,Six Pack: Maná - EP,2010-03-16,34,"rock en español, latin rock, mexican rock, latin pop"
1yJWqYYDQge60nZKdLyiZU,When I Look Into Your Eyes,Firehouse,Hold Your Fire,1992-03-31,63,"glam metal, glam rock"
4vHp893kV7HksfB5FN1Nk5,I Live My Life for You,Firehouse,Good Acoustics,1996-10-08,53,"glam metal, glam rock"
4lbhQdbiTpNP7GowZG8KsM,Don't Treat Me Bad (2024 Remaster),Firehouse,Firehouse (2024 Remaster),1990-08-20,55,"glam metal, glam rock"
4T2CCZX2QjiREym8lZ2G4v,Reach for the Sky,Firehouse,Hold Your Fire,1992-03-31,48,"glam metal, glam rock"
0iyEaciAmtiv8xMkBg97Fy,Payphone,Maroon 5,Payphone,2012-01-01,0,pop
1wAXODAAL6hY64ZdhrnjBO,Drive By,Train,Drive By,2012-01-10,0,soft pop
12Tp4u3MazzKbSqz2qaoas,The Afterlife,Bush,The Sea Of Memories,2011-09-13,0,"grunge, post-grunge"
3RgR3cFZ6xh7MlB9DURK6e,Shadow Days,John Mayer,Born and Raised,2012-05-18,50,singer-songwriter
5usoXUcLtxWXtPyenR89Sy,Suzanne - GH 2 Version,Journey,Greatest Hits 1 & 2,2006,0,"aor, classic rock"
3Q9JtAAt8j9FCbuB8bCPeC,Miracle,Shinedown,Amaryllis,2012-03-23,50,"post-grunge, alternative metal, rock"
3ugkTU1CHtrsjW70yQd66X,Relax,Frankie Goes To Hollywood,Bang!... The Greatest Hits Of Frankie Goes To Hollywood,1993-06-01,0,"synthpop, hi-nrg"
5zinAGcI5aZ63vmqIrUXkj,Enter Sandman - Live,Metallica,The 25th Anniversary Rock & Roll Hall Of Fame Concerts,2010-11-02,18,"metal, thrash metal, rock, heavy metal, hard rock"
6qsiRHzMWOsAKDpZC103k4,Careless Whisper,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),2007,0,"post-grunge, alternative metal, rock"
1fu6UYgfWKb4osHEVF7bw5,Penélope (feat. Maná),Draco Rosa,Penélope (feat. Maná),2012-09-17,7,"rock en español, latin pop, latin rock, latin alternative"
02dphTJYUQ9pmdNC52iyOz,Fiesta Pagana,Mägo de Oz,Finisterra,2000,70,"rock en español, folk metal, celtic rock, mexican rock"
19vhfSUgVJO2enJ6XidUGO,Molinos De Viento,Mägo de Oz,La Leyenda De La Mancha,1998,69,"rock en español, folk metal, celtic rock, mexican rock"
5Q2uU5NGcS0mKwmgF28kRZ,Haste Que El Cuerpo Aguante,Mägo de Oz,Finisterra,2000,65,"rock en español, folk metal, celtic rock, mexican rock"
3YVb6ibW4S3ZNDkkSFdzhj,Hasta Que Tu Muerte Nos Separe,Mägo de Oz,Belfast,2004,35,"rock en español, folk metal, celtic rock, mexican rock"
5OAQkpgirJEhbJmE5hIj8p,Judas,Mägo de Oz,Jesús De Chamberí,1996-04-01,29,"rock en español, folk metal, celtic rock, mexican rock"
5vGEdM7LvbgMypJkILhQ4p,Dog Days Are Over,Florence + The Machine,Between Two Lungs,2010-01-01,2,baroque pop
6ZahS1pMntQdla9v4wCd66,Now,Paramore,Now,2013-01-22,24,"pop punk, emo"
4r5HmUBUZOA5rA6mA24pkI,In Due Time,Killswitch Engage,In Due Time,2013-01-31,18,"metalcore, metal"
1srPt1V4EsoiYxJ65e3wZx,Devil Inside,Powerman 5000,Halloween Playlist,2011-08-01,0,"industrial metal, nu metal, industrial rock, alternative metal, rap metal, industrial"
7quEtyE9uF5pSkgQtHQDlp,La posada de los muertos,Mägo de Oz,La posada de los muertos,2005-11-08,28,"rock en español, folk metal, celtic rock, mexican rock"
0uZ0orE84drZZzPKxCWSmR,Little Talks,Of Monsters and Men,Into The Woods,2011-01-01,0,folk pop
1QO5Hxv3JmP27MTBg8lQ9p,Jar Of Hearts,Christina Perri,Jar Of Hearts,2010-06-11,0,soft pop
69ZRVsGoLXjHrQWHMX5iCN,Sons of Plunder,Disturbed,Ten Thousand Fists,2005-09-19,53,"metal, nu metal, alternative metal, rap metal, hard rock"
2UiFk0Fwy2gTWJShgQL8el,Forgiven,Disturbed,Ten Thousand Fists,2005-09-19,46,"metal, nu metal, alternative metal, rap metal, hard rock"
7yZtrG0ktXcDCyWkmIWmEi,Sacred Lie,Disturbed,Ten Thousand Fists,2005-09-19,45,"metal, nu metal, alternative metal, rap metal, hard rock"
4H6qtMPzKYRCsf7bT2DcBP,Pain Redefined,Disturbed,Ten Thousand Fists,2005-09-19,45,"metal, nu metal, alternative metal, rap metal, hard rock"
1tf4gLbSKD8chQ46MEgSwM,Is This Love,Bob Marley & The Wailers,Legend (Deluxe Edition),2001-02-22,0,"reggae, roots reggae"
7exPN8sjoHh1cBAif5qrfh,Could You Be Loved,Bob Marley & The Wailers,Legend (Deluxe Edition),2001-02-22,0,"reggae, roots reggae"
2KUI8IsFQZexoNN2WFk7Ik,Buffalo Soldier,Bob Marley & The Wailers,Legend (Deluxe Edition),2001-02-22,0,"reggae, roots reggae"
1OHbiUiYoIBIbIsJOyeLkl,Stir It Up - Original Album Version,Bob Marley & The Wailers,Legend (Deluxe Edition),2001-02-22,0,"reggae, roots reggae"
0VZKd4DaSIuotFQcqgRCXq,One Love / People Get Ready,Bob Marley & The Wailers,Legend (Deluxe Edition),2001-02-22,0,"reggae, roots reggae"
6ELhufyKBAm3X1P3LccdgL,Waiting In Vain,Bob Marley & The Wailers,Legend (Deluxe Edition),2001-02-22,0,"reggae, roots reggae"
1B1Qz87myAVVr2Wb82ZcS3,Redemption Song,Bob Marley & The Wailers,Legend (Deluxe Edition),2001-02-22,0,"reggae, roots reggae"
1gvtHjGPdgPKmrDF6D7hxu,Satisfy My Soul,Bob Marley & The Wailers,Legend (Deluxe Edition),2001-02-22,0,"reggae, roots reggae"
1PMUOp7nTgyx2mgAqfDE1b,Exodus,Bob Marley & The Wailers,Legend (Deluxe Edition),2001-02-22,0,"reggae, roots reggae"
60u1snOUmxboD2LC8mc3XE,Jamming,Bob Marley & The Wailers,Legend (Deluxe Edition),2001-02-22,0,"reggae, roots reggae"
3iTGqLgYo57UjTHAieDOlA,Shout 2000,Disturbed,The Sickness,2000-03-07,49,"metal, nu metal, alternative metal, rap metal, hard rock"
0W531hZq9TWDkdSeaqUzo4,Living After Midnight,Disturbed,The Lost Children,2011,20,"metal, nu metal, alternative metal, rap metal, hard rock"
3UUEOMM3lfXepRyxq15ozy,Penélope (feat. Maná),Draco Rosa,Vida,2013-03-18,31,"rock en español, latin pop, latin rock, latin alternative"
4bGyI5HQi4V9qEDtNXN2J1,Vagabundo (feat. Andrés Calamaro),Draco Rosa,Vida,2013-03-18,16,"rock en español, latin pop, latin rock, latin alternative"
1P9gTtZEn1xXkWC7ldFYB9,Gracias Brujería (feat. Tego Calderón),Draco Rosa,Vida,2013-03-18,16,"rock en español, latin pop, latin rock, latin alternative"
6Qj1UPdzBblJTVb3mimoUK,Madre Tierra 13 (feat. Calle 13),Draco Rosa,Vida,2013-03-18,20,"rock en español, latin pop, latin rock, latin alternative"
2pGxZcEPNgr06whtIZAo0d,Turisticamente Bien,Fiel A La Vega,Equilibrio,2010-01-01,15,"nueva trova, rock en español, latin rock"
3wSuCI24IXBKSSIhz5Ekbt,Salimos De Aqui,Fiel A La Vega,Fiel a La Vega,1996-10-03,0,"nueva trova, rock en español, latin rock"
3J7KfapC2T48OEQSBRog3h,El Wanabí,Fiel A La Vega,El Concierto Acústico II,2010-03-29,0,"nueva trova, rock en español, latin rock"
3ng3tD3yhJr5IWyhEwEpcH,El Panal,Fiel A La Vega,A Quien Pueda Interesar,1998-05-01,0,"nueva trova, rock en español, latin rock"
3dhbZ390TK48Pqc8Htuzvt,Las Flores De Emilio,Fiel A La Vega,Fiel a La Vega,1996-10-03,0,"nueva trova, rock en español, latin rock"
7pmkrNO65CC5fMXnBptgji,Los Superheroes,Fiel A La Vega,Fiel a La Vega,1996-10-03,0,"nueva trova, rock en español, latin rock"
3ciMXKwXlLCFcQCyhKblZs,Roller Skates,Steel Pulse,Earth Crisis,2005-06-07,47,"reggae, roots reggae, ragga, rocksteady, dub"
3sNTB1CNO6itkkbLF9Pd1T,Not King James Version,Steel Pulse,Babylon the Bandit,1985-11-19,47,"reggae, roots reggae, ragga, rocksteady, dub"
5fp4tGbNJomTVjt84ixcKm,Puro Amor,Vivanativa,Viejo,2000-03-10,32,"rock en español, latin rock"
0TqNiTvjrVCKxp4yaAnL2s,El Gallo,Vivanativa,Q,2012-12-11,17,"rock en español, latin rock"
7s1vzd0MbBueBoiIjLbYHo,Eres Tú,Skapulario,Animal,2003-06-24,7,"rock en español, ska, spanish-language reggae, latin rock"
1FYlZeBWnEqO3m72kYZdHA,Sanitarios,Caramelos De Cianuro,Frisbee,2013-03-07,0,"latin rock, rock en español"
2ADGQclwQSzQ5bOo9Ou1Ki,Veronica,Caramelos De Cianuro,En Vivo 2008,2013-03-07,0,"latin rock, rock en español"
49aRhw57RBNoj4uK3WbJLm,"I Stand Alone - From ""The Scorpion King"" Soundtrack",Godsmack,"Good Times, Bad Times - Ten Years of Godsmack",2007-01-01,43,"nu metal, alternative metal, hard rock, rap metal, metal"
6PHn6aXuM2FkzonGWJxY28,Whatever,Godsmack,Godsmack,1998-01-01,63,"nu metal, alternative metal, hard rock, rap metal, metal"
0zLLdhJTWeNB8RW7Qv4lNn,I Fucking Hate You,Godsmack,Faceless,2003-01-01,0,"nu metal, alternative metal, hard rock, rap metal, metal"
6f0GWdUZXsf3Ro3fVh68Gx,Sick Of Life,Godsmack,Awake,2000-01-01,0,"nu metal, alternative metal, hard rock, rap metal, metal"
4BdPYaw5KvboXSej5XZpAW,Bad Religion,Godsmack,Godsmack,1998-01-01,54,"nu metal, alternative metal, hard rock, rap metal, metal"
0qj98qLGaiaOwrB3sFZvRt,Awake,Godsmack,"Good Times, Bad Times - Ten Years of Godsmack",2007-01-01,35,"nu metal, alternative metal, hard rock, rap metal, metal"
7bWGR4ICfSQJ30ighLZycp,Vampires,Godsmack,Awake,2000-01-01,0,"nu metal, alternative metal, hard rock, rap metal, metal"
161MNnV8UvQHjPG2b4ZSHJ,Make Me Believe,Godsmack,Faceless,2003-01-01,0,"nu metal, alternative metal, hard rock, rap metal, metal"
5MDVdi2DwSORZ2gSmOBuCn,La Recta Final,Vico C,VICO-C Digital Collection 1987-2007,2007-10-09,21,"latin hip hop, reggaeton"
4SniNmilT42weqjKB6GJmQ,Viernes 13,Vico C,VICO-C Digital Collection 1987-2007,2007-10-09,36,"latin hip hop, reggaeton"
36w8bDituaHRG5CPe69LYd,La Cerveza Y El Dolor,Los Estramboticos,Objeto Extraviado,1999-01-01,0,"ska, mexican ska, rock en español, mexican rock"
4EsTdVmYqPEkmvNoGfvWzl,El Matador,Los Fabulosos Cadillacs,Rock Latino,2012-06-26,6,"rock en español, latin rock, ska, argentine rock, latin alternative, mexican ska, murga"
5PoVuwYegAHA6mMDRUpn4V,Mal Bicho,Los Fabulosos Cadillacs,Rock Latino,2012-06-26,6,"rock en español, latin rock, ska, argentine rock, latin alternative, mexican ska, murga"
5kfraJ2sEF9Pj41ttwjZTl,Primavera 0,Soda Stereo,Rock Latino,2012-06-26,0,"rock en español, latin rock, argentine rock, latin alternative"
4l6gI2I2qhmOyR4fw31mae,Obsesión,Miguel Mateos,Rock En Español - Lo Mejor De Miguel Mateos,2001-06-07,0,"rock en español, latin rock, argentine rock"
45uRPJlVx7dhbBCrOqZwqY,Desnúdame,Miguel Mateos,Rock En Español - Lo Mejor De Miguel Mateos,2001-06-07,0,"rock en español, latin rock, argentine rock"
2cflV2QTCtpKnHV0WCHu18,La Flaca,Jarabe De Palo,Rock En Español Simply The Best,2008-01-01,0,"rock en español, latin rock, latin alternative"
7LygtNjQ65PSdzVjUnHXQb,Cherry Pie,Warrant,Cherry Pie,1990-10-14,61,"glam metal, glam rock"
473dVAB97y06dfl6OBb1uj,Talk Dirty To Me,Poison,Double Dose: Ultimate Hits,2011-01-01,50,"glam metal, glam rock"
33a9wxJoUW2FKNbd34mwuW,Fallen Angel - Remastered 2006,Poison,The Best Of - 20 Years Of Rock,2006-01-01,30,"glam metal, glam rock"
2IJzqbcbQZjcca53yGkX7t,Every Rose Has Its Thorn - 2003 Remaster,Poison,Poison Love Songs,2006-01-01,47,"glam metal, glam rock"
0Ei6HMtz7OXokDQ0HmUfOu,Cum on Feel the Noize,Quiet Riot,Super Hits,1999,36,"glam metal, hard rock, glam rock"
28clONjZmul6FjfO6tZQDE,Metal Health (Bang Your Head),Quiet Riot,Metal Health,1983,60,"glam metal, hard rock, glam rock"
5Gwnv9lugtnbg0opeWCUgo,Angry Again,Megadeth,Music From The Original Motion Picture Last Action Hero,1993-06-07,0,"thrash metal, metal, heavy metal, speed metal"
5xPazRvyrkVootu8pM9vUG,Rolling in the Deep,Adele,Rolling In The Deep,2010-11-30,0,soft pop
2ewWHECQ6LRCqd659StkHM,Relax,Frankie Goes To Hollywood,Bang!... The Greatest Hits Of Frankie Goes To Hollywood,1993-06-01,0,"synthpop, hi-nrg"
5BSMUgx1gObuKgXbiPtC9U,Separate Ways (Worlds Apart),Journey,Greatest Hits 1 & 2,2006,0,"aor, classic rock"
42GthmiW6mIvcyaJHdMk30,Da Ya Think I'm Sexy? - 2008 Remaster,Rod Stewart,The Definitive Rod Stewart,2008-11-17,33,soft rock
13F7o3PxLxoI6P6AiWy60Z,Más Allá,La Ley,Libertad,2003-05-22,51,"rock en español, latin rock, latin alternative"
4ImIJRZNJhNQLLdUFSYJoS,Down with the Sickness,Disturbed,The Sickness (10th Anniversary Edition),2010-03-22,63,"metal, nu metal, alternative metal, rap metal, hard rock"
3xozZw4YNCv777ONrbdHsy,Stay The Night - featuring Hayley Williams of Paramore,Zedd,Stay The Night,2013-01-01,0,edm
3XSczvk4MRteOw4Yx3lqMU,Roar,Katy Perry,Roar,2013-08-12,3,pop
4zTa4w2IK9VxftxJL3RmvJ,Let Her Go,Passenger,All the Little Lights,2012-10-15,0,folk pop
2nUy0ifVE7UwtOK4rugFsP,The End of Heartache,Killswitch Engage,The End of Heartache (Special Edition),2004,65,"metalcore, metal"
0mGfvN9vhKMz8bmjXiWJDL,Starting Over,Killswitch Engage,Killswitch Engage (Special Edition),2009-01-01,40,"metalcore, metal"
1PYdVt6VFhhHILEV0MbbY1,When Darkness Falls,Killswitch Engage,The End of Heartache,2004,37,"metalcore, metal"
3BnBKNItMng824sLx0pUfy,A LIGHT THAT NEVER COMES,Linkin Park,RECHARGED,2013-10-25,59,"nu metal, rap metal, rock, alternative metal"
6svrEn54rNuEo7Ta5dJslc,Runaways,The Killers,Battle Born (Deluxe Edition),2012-09-17,0,alternative rock
2ATysHgB9hq4GKkD7ynBGh,Somebody Told Me,The Killers,Direct Hits,2013-01-01,34,alternative rock
2l0LcfGWfltcgQpVzqX5ze,Read My Mind,The Killers,Direct Hits,2013-01-01,35,alternative rock
6FxMzrdk9dmjUMLdHeL5tl,Miss Atomic Bomb,The Killers,Direct Hits,2013-01-01,36,alternative rock
2UREu1Y8CO4jXkbvqAtP7g,Monster,Skillet,Awake,2009-08-21,82,"christian rock, christian alternative rock, christian"
0nkzd3yNniB767zSDDdLZ3,Awake and Alive,Skillet,Awake,2009-08-21,75,"christian rock, christian alternative rock, christian"
1W0YS64vF9qgMVLuN76aqg,Rise,Skillet,Rise (Deluxe Edition),2013-06-21,65,"christian rock, christian alternative rock, christian"
2jfk3m8nq5IvB35s2xIs1O,Not Gonna Die,Skillet,Rise (Deluxe Edition),2013-06-21,69,"christian rock, christian alternative rock, christian"
0QwZfbw26QeUoIy82Z2jYp,Good Times Bad Times - 1993 Remaster,Led Zeppelin,Led Zeppelin,1969-01-12,69,"classic rock, rock, hard rock, rock and roll"
51pQ7vY7WXzxskwloaeqyj,Stairway to Heaven - 1990 Remaster,Led Zeppelin,Led Zeppelin IV,1971-11-08,1,"classic rock, rock, hard rock, rock and roll"
0hCB0YR03f6AmQaHbwWDe8,Whole Lotta Love - 1990 Remaster,Led Zeppelin,Led Zeppelin II (1994 Remaster),1969-10-22,78,"classic rock, rock, hard rock, rock and roll"
3wdcoibUKowwLoGsFG10i3,Black Dog,Led Zeppelin,The Complete Studio Albums,2007-11-09,0,"classic rock, rock, hard rock, rock and roll"
4UhiyFfmIwnFDcCcc04OAZ,Rock And Roll,Led Zeppelin,The Complete Studio Albums,2007-11-09,0,"classic rock, rock, hard rock, rock and roll"
5UrAC0Q49E1tVMuqllrIGV,Kashmir,Led Zeppelin,The Complete Studio Albums,2007-11-09,0,"classic rock, rock, hard rock, rock and roll"
32SckiFOYb8bwYewY51WA7,"Mighty Wings - From ""Top Gun"" Original Soundtrack",Cheap Trick,Top Gun - Motion Picture Soundtrack (Special Expanded Edition),1999-01-01,50,"power pop, aor, classic rock, glam rock"
